Product_ID,Product_Category,Launch_Region,Development_Cost,Launch_Marketing_Spend,Unit_Selling_Price,Unit_Production_Cost,First_Year_Units_Sold,Distribution_Coverage,Customer_Rating,First_Year_Profit,Unit_Margin,Margin_x_Units
PRD-3391,Smart Home,North America,291000.0,218000.0,273.42,105.0,27300.0,0.95,4.6,4088866.0,168.42000000000002,4597866.0
PRD-1925,Kitchen Appliances,Europe,230000.0,174000.0,279.72,100.98,14300.0,0.84,4.2,2151982.0,178.74,2555982.0
PRD-1334,Wearable Tech,North America,298000.0,197000.0,269.1,103.5,19500.0,0.93,4.4,2734200.0000000005,165.60000000000002,3229200.0000000005
PRD-3055,Personal Audio,Latin America,66010.0,42010.0,48.99,18.5,22600.0,0.69,3.5,588074.0,30.490000000000002,689074.0
PRD-3107,Gaming Gear,Asia-Pacific,214000.0,173000.0,183.59,71.4,24200.0,0.74,5.0,2327998.0,112.19,2714998.0
PRD-2334,Kitchen Appliances,North America,231000.0,133000.0,209.25,95.23,17000.0,0.83,4.8,1574340.0,114.02,1938340.0
PRD-3259,Smart Home,Middle East,186000.0,111000.0,227.76,85.36,6500.0,0.53,4.1,628599.9999999999,142.39999999999998,925599.9999999999
PRD-2688,Office Equipment,North America,87000.0,56000.0,60.63,22.8,15200.0,0.73,3.5,432016.0,37.83,575016.0
PRD-1208,Home Automation,Europe,248000.0,204000.0,215.1,81.9,17900.0,0.77,4.9,1932280.0,133.2,2384280.0
PRD-1769,Health & Fitness,Middle East,149000.0,73000.0,133.44,56.16,6400.0,0.6,4.2,272592.0,77.28,494592.0
PRD-3041,Consumer Electronics,North America,240000.0,196000.0,209.99,74.39,12300.0,0.84,5.0,1231880.0000000002,135.60000000000002,1667880.0000000002
PRD-1720,Health & Fitness,Latin America,120000.0,72000.0,109.45,33.84,12100.0,0.74,3.8,722881.0,75.61,914881.0
PRD-1776,Gaming Gear,Middle East,205000.0,124000.0,195.69,72.72,5400.0,0.5,4.4,335038.0,122.97,664038.0
PRD-1995,Personal Audio,Europe,103000.0,80000.0,75.15,25.18,30800.0,0.79,4.0,1356076.0000000002,49.970000000000006,1539076.0000000002
PRD-3300,Consumer Electronics,Latin America,170000.0,131000.0,145.59,66.34,8000.0,0.61,3.9,333000.0,79.25,634000.0
PRD-1341,Health & Fitness,North America,132000.0,105000.0,116.39,43.68,25700.0,0.8,4.5,1631647.0000000002,72.71000000000001,1868647.0000000002
PRD-3337,Office Equipment,Latin America,95000.0,53000.0,81.95,26.32,7400.0,0.6,3.5,263662.0,55.63,411662.0
PRD-1898,Home Automation,Europe,281000.0,200000.0,222.27,90.09,18200.0,0.77,4.7,1924676.0,132.18,2405676.0
PRD-1791,Health & Fitness,North America,168000.0,101000.0,130.79,41.16,28700.0,0.8,4.8,2303381.0,89.63,2572381.0
PRD-1099,Smart Home,Middle East,160000.0,125000.0,221.19,95.92,7100.0,0.53,4.2,604417.0,125.27,889417.0
PRD-2807,Gaming Gear,Asia-Pacific,181000.0,144000.0,194.39,69.36,22400.0,0.74,5.0,2475671.9999999995,125.02999999999999,2800671.9999999995
PRD-1222,Wearable Tech,Asia-Pacific,311000.0,173000.0,259.48,95.06,16500.0,0.8,4.8,2228930.0000000005,164.42000000000002,2712930.0000000005
PRD-1526,Gaming Gear,North America,357000.0,270000.0,376.92,137.7,20300.0,0.89,4.4,4229166.000000001,239.22000000000003,4856166.000000001
PRD-1718,Home Automation,Europe,305000.0,168000.0,250.95,84.63,15900.0,0.77,4.8,2171488.0,166.32,2644488.0
PRD-3030,Consumer Electronics,Latin America,166000.0,120000.0,174.39,60.76,8100.0,0.61,4.6,634403.0,113.63,920403.0
PRD-2420,Consumer Electronics,Europe,423959.9999999991,241000.0,479.04,210.6,12400.0,0.86,4.4,2647656.0000000005,268.44000000000005,3328656.0000000005
PRD-2812,Wearable Tech,Asia-Pacific,305000.0,213000.0,274.45,92.12,13900.0,0.8,4.1,2016387.0,182.32999999999998,2534387.0
PRD-1430,Consumer Electronics,Europe,423959.9999999991,283000.0,494.01,187.2,11300.0,0.86,4.4,2731953.0,306.81,3466953.0
PRD-3168,Office Equipment,North America,68000.0,43000.0,62.57,24.96,18600.0,0.73,3.6,588546.0,37.61,699546.0
PRD-3036,Gaming Gear,Middle East,203000.0,117000.0,195.69,72.72,6000.0,0.5,3.7,417820.0,122.97,737820.0
PRD-1915,Personal Audio,Latin America,78000.0,43000.0,51.99,17.95,20000.0,0.69,4.3,559800.0000000001,34.040000000000006,680800.0000000001
PRD-1688,Home Automation,Europe,267000.0,211000.0,222.27,90.09,14400.0,0.77,5.0,1425392.0,132.18,1903392.0
PRD-2309,Health & Fitness,Middle East,154000.0,90000.0,141.78,54.6,6300.0,0.6,3.9,305234.0,87.18,549234.0
PRD-2373,Outdoor Tech,North America,159000.0,113000.0,159.75,60.8,12200.0,0.77,3.8,935190.0,98.95,1207190.0
PRD-2452,Wearable Tech,Asia-Pacific,269000.0,207000.0,229.54,100.94,16500.0,0.8,5.0,1645900.0,128.6,2121900.0
PRD-3377,Gaming Gear,Asia-Pacific,218000.0,139000.0,188.99,63.24,24000.0,0.74,4.5,2661000.0,125.75,3018000.0
PRD-3081,Health & Fitness,North America,141000.0,104000.0,119.99,38.64,23000.0,0.8,5.0,1626049.9999999998,81.35,1871049.9999999998
PRD-1344,Kitchen Appliances,North America,238000.0,155000.0,216.15,84.55,15600.0,0.83,4.8,1659960.0000000005,131.60000000000002,2052960.0000000005
PRD-1655,Kitchen Appliances,Europe,226000.0,158000.0,271.95,92.07,14400.0,0.84,4.9,2206272.0,179.88,2590272.0
PRD-3339,Consumer Electronics,Asia-Pacific,360000.0,258000.0,299.86,115.9,24500.0,0.85,4.9,3889020.0,183.96,4507020.0
PRD-3406,Kitchen Appliances,Latin America,141000.0,88000.0,134.16,52.38,8500.0,0.69,3.9,466130.0,81.78,695130.0
PRD-2868,Office Equipment,North America,80000.0,49000.0,66.44,24.24,17300.0,0.73,3.5,601060.0,42.2,730060.0
PRD-1679,Health & Fitness,Middle East,134000.0,79000.0,141.78,54.6,7300.0,0.6,3.7,423414.0,87.18,636414.0
PRD-1289,Health & Fitness,Middle East,139000.0,96000.0,129.27,51.48,7800.0,0.6,4.1,371762.0000000001,77.79000000000002,606762.0000000001
PRD-2649,Consumer Electronics,Asia-Pacific,320000.0,262000.0,290.29,130.54,24100.0,0.85,5.0,3267975.0000000005,159.75000000000003,3849975.0000000005
PRD-1214,Wearable Tech,North America,317000.0,195000.0,313.95,106.95,20400.0,0.93,4.1,3710800.0,207.0,4222800.0
PRD-3360,Consumer Electronics,Latin America,165000.0,114000.0,150.39,58.9,9600.0,0.61,4.6,599303.9999999998,91.48999999999998,878303.9999999998
PRD-3095,Kitchen Appliances,Europe,276000.0,178000.0,240.87,98.01,11900.0,0.84,4.1,1246034.0000000002,142.86,1700034.0000000002
PRD-1453,Health & Fitness,Asia-Pacific,121000.0,98000.0,93.59,31.53,31900.0,0.78,4.4,1760714.0,62.06,1979714.0
PRD-2253,Outdoor Tech,North America,170000.0,111000.0,185.25,62.72,12700.0,0.77,4.6,1275131.0,122.53,1556131.0
PRD-2566,Kitchen Appliances,Latin America,157000.0,82000.0,134.16,52.38,7900.0,0.69,4.0,407062.0,81.78,646062.0
PRD-3463,Health & Fitness,Asia-Pacific,131000.0,106000.0,98.99,30.55,28600.0,0.78,5.0,1720384.0,68.44,1957384.0
PRD-1373,Outdoor Tech,Europe,200000.0,120000.0,175.77,73.26,7700.0,0.61,4.3,469327.0,102.51,789327.0
PRD-3141,Health & Fitness,North America,137000.0,121000.0,123.59,42.42,27400.0,0.8,4.6,1966058.0,81.17,2224058.0
PRD-3438,Office Equipment,North America,70000.0,48000.0,64.5,22.08,18400.0,0.73,4.0,662528.0,42.42,780528.0
PRD-1802,Wearable Tech,Europe,294000.0,177000.0,240.45,81.84,15700.0,0.77,4.7,2019177.0,158.60999999999999,2490177.0
PRD-2174,Wearable Tech,North America,362000.0,212000.0,269.1,103.5,20600.0,0.93,4.3,2837360.0000000005,165.60000000000002,3411360.0000000005
PRD-3423,Outdoor Tech,North America,205000.0,114000.0,159.75,60.8,10600.0,0.77,4.5,729870.0,98.95,1048870.0
PRD-1004,Wearable Tech,North America,320000.0,210000.0,299.0,115.0,18200.0,0.88,4.5,2818800.0,184.0,3348800.0
PRD-2531,Consumer Electronics,North America,265000.0,175000.0,179.99,71.99,14000.0,0.84,5.0,1072000.0000000002,108.00000000000001,1512000.0000000002
PRD-1261,Smart Home,North America,285000.0,196000.0,298.53,111.3,21100.0,0.95,4.5,3469552.999999999,187.22999999999996,3950552.999999999
PRD-1604,Wearable Tech,North America,304000.0,218000.0,278.07,113.85,19300.0,0.93,4.8,2647446.0,164.22,3169446.0
PRD-2411,Consumer Electronics,North America,280000.0,173000.0,209.99,74.39,14700.0,0.84,4.8,1540320.0000000002,135.60000000000002,1993320.0000000002
PRD-1629,Consumer Electronics,Asia-Pacific,284000.0,207000.0,328.57,123.22,20000.0,0.85,5.0,3616000.0,205.35,4107000.0
PRD-1775,Kitchen Appliances,Europe,211000.0,160000.0,233.1,89.1,13700.0,0.84,4.1,1601800.0,144.0,1972800.0
PRD-2549,Health & Fitness,Middle East,138000.0,92000.0,129.27,51.48,5600.0,0.6,3.5,205624.0000000001,77.79000000000002,435624.0000000001
PRD-2207,Gaming Gear,Asia-Pacific,179000.0,136000.0,178.19,65.28,18900.0,0.74,4.6,1818999.0,112.91,2133999.0
PRD-2364,Kitchen Appliances,North America,194000.0,145000.0,236.85,89.89,12500.0,0.83,4.6,1497999.9999999998,146.95999999999998,1836999.9999999998
PRD-2859,Consumer Electronics,Asia-Pacific,337000.0,248000.0,290.29,130.54,20000.0,0.85,4.8,2610000.0000000005,159.75000000000003,3195000.0000000005
PRD-1731,Health & Fitness,North America,189000.0,117000.0,127.19,46.2,24300.0,0.8,4.1,1678056.9999999998,80.99,1968056.9999999998
PRD-2257,Office Equipment,Latin America,88000.0,48000.0,73.01,28.0,7700.0,0.6,3.9,210577.0000000001,45.010000000000005,346577.00000000006
PRD-2811,Health & Fitness,North America,138000.0,93000.0,116.39,43.68,23300.0,0.8,4.6,1463143.0000000002,72.71000000000001,1694143.0000000002
PRD-2151,Health & Fitness,North America,141000.0,104000.0,127.19,46.2,25000.0,0.8,4.6,1779749.9999999998,80.99,2024749.9999999998
PRD-2449,Smart Home,Middle East,177000.0,112000.0,208.05,80.08,6700.0,0.53,4.0,568399.0000000001,127.97000000000001,857399.0000000001
PRD-2700,Consumer Electronics,Latin America,168000.0,125000.0,164.79,62.62,10200.0,0.61,4.6,749133.9999999999,102.16999999999999,1042133.9999999999
PRD-1650,Consumer Electronics,Latin America,179000.0,124000.0,164.79,62.62,7700.0,0.61,3.9,483708.9999999999,102.16999999999999,786708.9999999999
PRD-2330,Consumer Electronics,Europe,396000.0,260000.0,508.98,204.75,9500.0,0.86,5.0,2234185.0,304.23,2890185.0
PRD-1998,Office Equipment,North America,78000.0,57000.0,58.7,25.68,14900.0,0.73,3.7,356998.00000000006,33.02,491998.00000000006
PRD-2310,Consumer Electronics,Latin America,175000.0,113000.0,150.39,58.9,7100.0,0.61,3.9,361578.9999999999,91.48999999999998,649578.9999999999
PRD-1895,Kitchen Appliances,Europe,271000.0,162000.0,248.64,106.92,13100.0,0.84,4.4,1423531.9999999995,141.71999999999997,1856531.9999999995
PRD-2500,Health & Fitness,Latin America,111000.0,66000.0,106.47,38.16,10800.0,0.74,4.1,560748.0,68.31,737748.0
PRD-2724,Kitchen Appliances,North America,222000.0,149000.0,229.95,81.88,16200.0,0.83,4.4,2027734.0,148.07,2398734.0
PRD-1280,Consumer Electronics,Europe,420000.0,258000.0,508.98,204.75,10900.0,0.86,4.3,2638107.0,304.23,3316107.0
PRD-1661,Consumer Electronics,North America,258000.0,203000.0,197.99,76.79,17900.0,0.84,4.3,1708480.0,121.2,2169480.0
PRD-1619,Health & Fitness,Middle East,138000.0,92000.0,137.61,49.92,6100.0,0.6,4.1,304909.0000000001,87.69000000000001,534909.0000000001
PRD-3195,Personal Audio,Europe,105000.0,65000.0,72.75,28.36,42000.0,0.79,4.8,1694380.0,44.39,1864380.0
PRD-1207,Office Equipment,Latin America,94000.0,48000.0,73.01,28.0,8700.0,0.6,3.5,249587.0000000001,45.010000000000005,391587.00000000006
PRD-3488,Home Automation,Europe,275000.0,181000.0,236.61,87.36,15600.0,0.77,5.0,1872300.0,149.25,2328300.0
PRD-1811,Consumer Electronics,North America,278000.0,164000.0,191.99,86.39,12300.0,0.84,4.4,856880.0,105.60000000000001,1298880.0
PRD-3493,Health & Fitness,Asia-Pacific,110000.0,85000.0,90.89,35.43,31100.0,0.78,4.8,1529806.0,55.46,1724806.0
PRD-2443,Health & Fitness,Asia-Pacific,118000.0,84000.0,90.89,35.43,23200.0,0.78,5.0,1084672.0,55.46,1286672.0
PRD-3299,Health & Fitness,Middle East,150000.0,77000.0,137.61,49.92,6900.0,0.6,3.9,378061.0000000001,87.69000000000001,605061.0000000001
PRD-1149,Consumer Electronics,Asia-Pacific,363000.0,198000.0,319.0,112.24,24300.0,0.85,5.0,4463268.0,206.76,5024268.0
PRD-1748,Home Automation,Europe,259000.0,183000.0,229.44,98.28,17500.0,0.77,4.4,1853300.0,131.16,2295300.0
PRD-2078,Home Automation,Europe,256000.0,174000.0,243.78,95.55,20500.0,0.77,4.6,2608715.0000000005,148.23000000000002,3038715.0000000005
PRD-1228,Home Automation,Asia-Pacific,205000.0,163000.0,195.51,76.0,16600.0,0.74,4.2,1615865.9999999998,119.50999999999999,1983865.9999999998
PRD-3052,Wearable Tech,Asia-Pacific,272000.0,217000.0,252.0,106.82,19200.0,1.0,4.7,2298456.0,145.18,2787456.0
PRD-3045,Personal Audio,Europe,97000.0,81000.0,75.15,25.18,40600.0,0.79,4.7,1850782.0,49.970000000000006,2028782.0000000002
PRD-2991,Health & Fitness,North America,171000.0,111000.0,127.19,46.2,26500.0,0.8,4.5,1864235.0,80.99,2146235.0
PRD-3394,Personal Audio,Asia-Pacific,97000.0,64000.0,56.99,19.11,46200.0,0.82,4.7,1589056.0000000002,37.88,1750056.0000000002
PRD-2668,Home Automation,Asia-Pacific,253000.0,133000.0,213.47,80.56,13700.0,0.74,4.5,1434867.0,132.91,1820867.0
PRD-1122,Smart Home,Europe,153000.0,102000.0,158.47,63.8,13600.0,0.81,4.0,1032512.0,94.67,1287512.0
PRD-1663,Health & Fitness,Asia-Pacific,127000.0,92000.0,93.59,31.53,26600.0,0.78,4.9,1431796.0,62.06,1650796.0
PRD-1364,Wearable Tech,North America,342000.0,214000.0,304.98,120.75,21100.0,0.93,4.2,3331253.0000000005,184.23000000000002,3887253.0000000005
PRD-2469,Consumer Electronics,Asia-Pacific,350000.0,223000.0,328.57,123.22,21300.0,0.85,5.0,3800955.0,205.35,4373955.0
PRD-1698,Office Equipment,North America,90000.0,48000.0,62.57,24.96,13600.0,0.73,3.5,373496.0,37.61,511496.0
PRD-2681,Consumer Electronics,North America,285000.0,191000.0,215.99,81.59,14600.0,0.84,4.1,1486240.0,134.4,1962240.0
PRD-1413,Outdoor Tech,North America,191000.0,141000.0,185.25,62.72,12000.0,0.77,4.7,1138360.0,122.53,1470360.0
PRD-2635,Personal Audio,Latin America,75000.0,46000.0,48.99,18.5,22000.0,0.69,3.9,549780.0,30.490000000000002,670780.0
PRD-2659,Smart Home,Middle East,185000.0,106000.0,208.05,80.08,8300.0,0.53,3.7,771151.0,127.97000000000001,1062151.0
PRD-1002,Smart Home,Europe,180000.0,120000.0,149.5,58.0,12500.0,0.75,4.3,843750.0,91.5,1143750.0
PRD-1979,Health & Fitness,Middle East,155000.0,94000.0,133.44,56.16,7900.0,0.6,3.9,361512.0,77.28,610512.0
PRD-2079,Consumer Electronics,Asia-Pacific,363000.0,198000.0,299.86,115.9,22600.0,0.85,4.4,3596496.0,183.96,4157496.0
PRD-1041,Health & Fitness,North America,155000.0,119000.0,123.59,42.42,23800.0,0.8,4.3,1657846.0,81.17,1931846.0
PRD-2594,Wearable Tech,North America,294000.0,187000.0,269.1,103.5,21100.0,1.0,4.8,3013160.0000000005,165.60000000000002,3494160.0000000005
PRD-2233,Health & Fitness,Asia-Pacific,112000.0,89000.0,90.89,35.43,28600.0,0.78,4.4,1385156.0,55.46,1586156.0
PRD-2849,Health & Fitness,Middle East,117000.0,81000.0,150.12,53.04,6100.0,0.6,3.6,394188.0000000001,97.08000000000001,592188.0000000001
PRD-1116,Gaming Gear,Middle East,189000.0,138000.0,172.89,77.04,5800.0,0.5,4.4,208929.99999999988,95.84999999999998,555929.9999999999
PRD-1185,Personal Audio,Europe,97000.0,81000.0,84.75,29.15,31900.0,0.79,3.9,1595640.0,55.6,1773640.0
PRD-1078,Home Automation,Asia-Pacific,258000.0,149000.0,201.5,82.84,16000.0,0.74,4.1,1491560.0,118.66,1898560.0
PRD-2005,Personal Audio,Latin America,66010.0,42010.0,48.99,18.5,17300.0,0.69,3.7,423477.0,30.490000000000002,527477.0
PRD-2961,Health & Fitness,North America,150000.0,103000.0,112.79,39.9,24300.0,0.8,4.7,1518227.0000000005,72.89000000000001,1771227.0000000005
PRD-1633,Health & Fitness,Asia-Pacific,110000.0,85000.0,82.79,33.48,24100.0,0.78,5.0,993371.0000000002,49.31000000000001,1188371.0000000002
PRD-2111,Consumer Electronics,North America,240000.0,196000.0,179.99,71.99,13500.0,0.84,4.6,1022000.0000000002,108.00000000000001,1458000.0000000002
PRD-2009,Health & Fitness,Middle East,132000.0,75000.0,150.12,53.04,5700.0,0.6,3.7,346356.0000000001,97.08000000000001,553356.0000000001
PRD-1386,Gaming Gear,Middle East,213000.0,151000.0,178.59,68.4,5800.0,0.5,3.7,275102.0,110.19,639102.0
PRD-2154,Kitchen Appliances,North America,251000.0,154000.0,236.85,89.89,15200.0,0.83,4.9,1828791.9999999995,146.95999999999998,2233791.9999999995
PRD-2792,Wearable Tech,Europe,286000.0,128000.0,233.58,92.4,17100.0,0.77,4.7,1977178.0,141.18,2414178.0
PRD-2838,Office Equipment,North America,69000.0,45000.0,58.7,25.68,15800.0,0.73,3.6,407716.00000000006,33.02,521716.00000000006
PRD-1721,Consumer Electronics,North America,250000.0,176000.0,203.99,83.99,14400.0,0.84,5.0,1302000.0000000002,120.00000000000001,1728000.0000000002
PRD-2435,Kitchen Appliances,Europe,206000.0,144000.0,264.18,103.95,12800.0,0.84,4.1,1700944.0000000002,160.23000000000002,2050944.0000000002
PRD-2441,Consumer Electronics,North America,238000.0,187000.0,191.99,86.39,16100.0,0.84,4.6,1275160.0000000002,105.60000000000001,1700160.0000000002
PRD-1058,Home Automation,Europe,311000.0,187000.0,222.27,90.09,17200.0,0.77,4.8,1775496.0,132.18,2273496.0
PRD-2830,Health & Fitness,Latin America,110000.0,63000.0,91.54,37.08,12700.0,0.74,4.1,518642.0000000001,54.46000000000001,691642.0000000001
PRD-1735,Personal Audio,Latin America,66010.0,304969.99999999936,47.49,16.84,17500.0,0.69,3.5,423375.0,30.650000000000002,536375.0
PRD-2429,Health & Fitness,Middle East,146000.0,91000.0,150.12,53.04,5900.0,0.6,4.2,335772.0000000001,97.08000000000001,572772.0000000001
PRD-2802,Smart Home,Europe,169000.0,119000.0,158.47,63.8,10000.0,0.81,3.8,658700.0,94.67,946700.0
PRD-3342,Smart Home,Europe,176000.0,106000.0,136.05,62.06,14900.0,0.81,4.6,820451.0000000002,73.99000000000001,1102451.0000000002
PRD-2214,Kitchen Appliances,North America,244000.0,132000.0,243.75,97.9,11900.0,0.83,4.5,1359615.0,145.85,1735615.0
PRD-3373,Health & Fitness,Asia-Pacific,118000.0,84000.0,85.49,29.58,32500.0,0.78,4.5,1615075.0,55.91,1817075.0
PRD-1361,Consumer Electronics,North America,218000.0,171000.0,209.99,74.39,16700.0,0.84,4.1,1875520.0000000005,135.60000000000002,2264520.0000000005
PRD-3079,Smart Home,Middle East,150000.0,127000.0,208.05,80.08,8500.0,0.53,4.2,810745.0,127.97000000000001,1087745.0
PRD-1727,Gaming Gear,Asia-Pacific,229000.0,179000.0,172.79,73.44,23300.0,0.74,4.5,1906855.0,99.35,2314855.0
PRD-2683,Health & Fitness,Asia-Pacific,103000.0,86000.0,82.79,33.48,31900.0,0.78,4.7,1383989.0000000002,49.31000000000001,1572989.0000000002
PRD-2180,Consumer Electronics,Europe,364000.0,304969.99999999936,523.95,181.35,9000.0,0.86,4.9,2397400.0,342.6,3083400.0
PRD-1450,Health & Fitness,Latin America,118000.0,65000.0,106.47,38.16,12200.0,0.74,4.5,650382.0,68.31,833382.0
PRD-2565,Personal Audio,Europe,90000.0,78000.0,72.75,28.36,33300.0,0.79,4.6,1310187.0,44.39,1478187.0
PRD-1115,Kitchen Appliances,Europe,216000.0,176000.0,256.41,95.04,14700.0,0.84,4.1,1980139.0,161.37,2372139.0
PRD-2510,Consumer Electronics,Europe,360000.0,304969.99999999936,449.1,175.5,10900.0,0.86,4.9,2314240.0000000005,273.6,2982240.0000000005
PRD-2093,Outdoor Tech,Europe,190000.0,127000.0,204.12,75.48,8600.0,0.61,3.9,789303.9999999998,128.64,1106303.9999999998
PRD-3091,Smart Home,North America,338000.0,246000.0,290.16,101.85,25200.0,0.95,4.4,4161412.000000001,188.31000000000003,4745412.000000001
PRD-3106,Kitchen Appliances,Latin America,119000.0,72000.0,141.9,50.76,7700.0,0.69,3.7,510778.0000000001,91.14000000000001,701778.0000000001
PRD-2346,Gaming Gear,Middle East,179000.0,120000.0,189.99,66.24,5800.0,0.5,3.9,418750.0000000001,123.75000000000001,717750.0000000001
PRD-1508,Home Automation,Europe,292000.0,179000.0,250.95,84.63,19300.0,0.77,5.0,2738976.0,166.32,3209976.0
PRD-1206,Gaming Gear,Middle East,170000.0,128000.0,201.39,79.2,5400.0,0.5,3.8,312949.9999999999,122.18999999999998,659825.9999999999
PRD-1327,Office Equipment,Latin America,88000.0,48000.0,77.48,27.16,8300.0,0.6,3.5,281656.00000000006,50.32000000000001,417656.00000000006
PRD-1477,Office Equipment,Latin America,95000.0,53000.0,75.25,30.52,8600.0,0.6,3.6,236678.0000000001,44.730000000000004,384678.00000000006
PRD-3236,Gaming Gear,North America,329000.0,248000.0,345.51,129.6,24600.0,0.89,5.0,4734386.0,215.91,5311386.0
PRD-2571,Health & Fitness,North America,156000.0,91000.0,127.19,46.2,25700.0,0.8,4.0,1834443.0,80.99,2081442.9999999998
PRD-1733,Outdoor Tech,Europe,165000.0,124000.0,170.1,66.6,9900.0,0.61,4.1,735650.0,103.5,1024650.0
PRD-2085,Personal Audio,Europe,84000.0,75000.0,87.15,25.97,40300.0,0.79,4.5,2306554.0000000005,61.18000000000001,2465554.0000000005
PRD-3408,Office Equipment,North America,83000.0,44000.0,70.31,23.52,17000.0,0.73,4.2,668430.0000000001,46.790000000000006,795430.0000000001
PRD-3311,Consumer Electronics,North America,245000.0,158000.0,215.99,81.59,12200.0,0.84,4.3,1236680.0,134.4,1639680.0
PRD-1576,Kitchen Appliances,Latin America,161000.0,94000.0,138.03,57.24,10800.0,0.69,4.0,617531.9999999999,80.78999999999999,872531.9999999999
PRD-2858,Home Automation,Europe,234000.0,157000.0,236.61,87.36,18400.0,0.77,4.9,2355200.0,149.25,2746200.0
PRD-1449,Consumer Electronics,Asia-Pacific,314000.0,239000.0,299.86,115.9,17200.0,0.85,4.3,2611112.0,183.96,3164112.0
PRD-2223,Outdoor Tech,North America,202000.0,140000.0,164.85,66.56,11700.0,0.77,4.8,807993.0,98.28999999999999,1149993.0
PRD-1654,Personal Audio,Asia-Pacific,92000.0,64000.0,55.19,21.63,33600.0,0.82,4.2,971616.0,33.56,1127616.0
PRD-1054,Personal Audio,Asia-Pacific,91000.0,61000.0,62.39,20.37,44100.0,0.82,4.9,1701081.9999999998,42.019999999999996,1853081.9999999998
PRD-1369,Smart Home,Middle East,163000.0,102000.0,227.76,85.36,7000.0,0.53,4.6,731799.9999999999,142.39999999999998,996799.9999999999
PRD-1554,Kitchen Appliances,North America,249000.0,146000.0,216.15,84.55,12900.0,0.83,4.5,1302640.0000000002,131.60000000000002,1697640.0000000002
PRD-1796,Gaming Gear,North America,364000.0,128000.0,314.1,121.5,20100.0,0.89,4.8,3289260.0000000005,192.60000000000002,3871260.0000000005
PRD-1659,Consumer Electronics,Asia-Pacific,330000.0,225000.0,299.86,115.9,21900.0,0.85,5.0,3473724.0,183.96,4028724.0
PRD-2864,Wearable Tech,North America,301000.0,208000.0,278.07,113.85,20900.0,0.93,4.1,2923198.0,164.22,3432198.0
PRD-2159,Health & Fitness,Europe,143000.0,82000.0,145.95,48.36,6000.0,0.6,3.8,360539.9999999999,97.58999999999999,585539.9999999999
PRD-1705,Personal Audio,Latin America,75000.0,46000.0,51.99,17.95,15800.0,0.69,3.5,416832.0000000001,34.040000000000006,537832.0000000001
PRD-3421,Smart Home,North America,335000.0,235000.0,306.9,98.7,29600.0,0.95,4.4,5592720.0,208.2,6162720.0
PRD-2601,Health & Fitness,North America,131000.0,100000.0,116.39,43.68,27900.0,0.8,4.9,1797609.0000000002,72.71000000000001,2028609.0000000002
PRD-2116,Kitchen Appliances,Latin America,123000.0,85000.0,118.68,55.62,10600.0,0.69,3.7,460436.0000000001,63.06000000000001,668436.0000000001
PRD-1983,Outdoor Tech,North America,167000.0,138000.0,180.15,70.4,12900.0,0.77,4.2,1110775.0,109.75,1415775.0
PRD-1736,Gaming Gear,North America,375000.0,128000.0,376.92,137.7,16400.0,0.89,5.0,3293208.0000000005,239.22000000000003,3923208.0000000005
PRD-2461,Smart Home,North America,291000.0,218000.0,290.16,101.85,29400.0,0.95,4.2,5027314.000000001,188.31000000000003,5536314.000000001
PRD-2602,Wearable Tech,Asia-Pacific,291000.0,165000.0,274.45,92.12,17100.0,0.8,4.4,2661842.9999999995,182.32999999999998,3117842.9999999995
PRD-2689,Smart Home,Middle East,157000.0,114000.0,234.33,93.28,6000.0,0.53,4.6,575300.0000000001,141.05,846300.0000000001
PRD-3252,Smart Home,Europe,157000.0,114000.0,145.02,60.32,11500.0,0.81,4.1,703050.0000000002,84.70000000000002,974050.0000000002
PRD-2114,Wearable Tech,North America,272000.0,179000.0,322.92,117.3,17300.0,0.93,4.7,3106226.0,205.62,3557226.0
PRD-2292,Smart Home,Europe,187000.0,104000.0,136.05,62.06,11400.0,0.81,3.9,552486.0000000001,73.99000000000001,843486.0000000001
PRD-1511,Consumer Electronics,North America,238000.0,187000.0,203.99,83.99,17300.0,0.84,4.2,1651000.0000000002,120.00000000000001,2076000.0000000002
PRD-3212,Wearable Tech,Europe,231000.0,184000.0,233.58,92.4,11600.0,0.77,4.1,1222688.0,141.18,1637688.0
PRD-2317,Office Equipment,Latin America,86000.0,57000.0,75.25,30.52,9000.0,0.6,3.5,259570.0000000001,44.730000000000004,402570.00000000006
PRD-1409,Health & Fitness,Europe,189000.0,97000.0,137.61,49.92,7400.0,0.6,4.4,420906.0000000001,87.69000000000001,648906.0000000001
PRD-2877,Office Equipment,Europe,108000.0,57000.0,83.66,32.3,11300.0,0.78,4.2,415368.0,51.36,580368.0
PRD-3103,Health & Fitness,Asia-Pacific,115000.0,104000.0,82.79,33.48,32800.0,0.78,5.0,1398368.0000000002,49.31000000000001,1617368.0000000002
PRD-2889,Consumer Electronics,Asia-Pacific,281000.0,128000.0,328.57,123.22,21900.0,0.85,4.6,4020165.0,205.35,4497165.0
PRD-3247,Office Equipment,Latin America,86000.0,57000.0,70.78,25.48,8400.0,0.6,3.9,237520.0,45.3,380520.0
PRD-1180,Health & Fitness,Latin America,116000.0,58000.0,103.48,34.92,12300.0,0.74,4.1,669288.0,68.56,843288.0
