Product_ID,Product_Category,Launch_Region,Development_Cost,Launch_Marketing_Spend,Unit_Selling_Price,Unit_Production_Cost,First_Year_Units_Sold,Distribution_Coverage,Customer_Rating,First_Year_Profit
PRD-2390,Consumer Electronics,Europe,384000,305000,523.95,181.35,11400,0.86,4.6,3216640.0000000005
PRD-2646,Gaming Gear,Middle East,211000,,178.59,68.4,6300,0.5,4.1,339197
PRD-2516,Gaming Gear,North America,347000,233000,366.45,125.55,22300,0.89,4.4,4792069.999999999
PRD-1080,Consumer Electronics,Latin America,201000,128000,169.59,68.2,7100,0.61,4.4,390869
PRD-3430,Health & Fitness,Latin America,111000,66000,100.5,39.24,9900,0.74,4.5,429474
PRD-2968,Home Automation,Asia-Pacific,219000,161000,201.5,82.84,14900,0.74,4.7,1388034
PRD-1295,Kitchen Appliances,Europe,269000,154000,279.72,100.98,11000,0.84,4,1543140
PRD-1826,Gaming Gear,North America,305000,238000,355.98,141.75,21900,0.89,4.6,4148637
PRD-3268,Home Automation,Asia-Pacific,255000,141000,189.53,69.16,16200,0.74,4.9,1553994
PRD-1353,Outdoor Tech,North America,196000,121000,180.15,70.4,9900,0.77,4,769525
PRD-1077,Office Equipment,Europe,105000,68000,97.01,33.32,16000,0.78,4.1,846040.0000000001
PRD-1969,Smart Home,Middle East,165000,108000,201.48,90.64,8100,0.53,3.9,624803.9999999999
PRD-3442,Wearable Tech,Asia-Pacific,260000,179000,274.45,92.12,18100,0.8,,2861172.9999999995
PRD-2172,Smart Home,Europe,198000,103000,158.47,63.8,12000,0.81,4.7,835040
PRD-3471,Health & Fitness,North America,135000,116000,130.79,41.16,21600,0.8,4.6,1685008
PRD-2622,Smart Home,Europe,185000,136000,145.02,60.32,13500,0.81,3.9,822450.0000000002
PRD-3048,Office Equipment,North America,73000,58000,58.7,25.68,12800,0.73,4.4,291656.00000000006
PRD-3063,Outdoor Tech,North America,181000,110000,164.85,66.56,12400,0.77,4.7,927796
PRD-2433,Outdoor Tech,North America,211000,133000,164.85,66.56,9400,0.77,4.5,579925.9999999999
PRD-2324,Wearable Tech,North America,288000,231000,322.92,117.3,21300,0.93,4.4,3860706
PRD-3090,Consumer Electronics,Latin America,161000,102000,145.59,66.34,9700,0.61,4.2,505725
PRD-2514,Kitchen Appliances,North America,211000,158000,229.95,81.88,13100,0.83,4.7,1570717
PRD-2153,Outdoor Tech,Europe,184000,148000,170.1,66.6,10100,0.61,3.5,713350
PRD-2741,Consumer Electronics,North America,278000,164000,179.99,71.99,17300,0.84,4.8,1426400.0000000002
PRD-2828,Home Automation,Europe,281000,200000,258.12,92.82,16800,0.77,5,2296040
PRD-3405,Personal Audio,Europe,109000,996000,72.75,28.36,35400,0.79,4.5,1379406
PRD-2205,Personal Audio,Europe,107000,76000,75.15,25.18,38500,0.79,4.8,1740845.0000000002
PRD-2913,Outdoor Tech,North America,167000,138000,169.95,58.88,11900,0.77,4.6,1016733
PRD-3269,Health & Fitness,Middle East,131000,97000,150.12,53.04,6300,0.6,4.1,383604.0000000001
PRD-1307,Gaming Gear,Asia-Pacific,208000,149000,172.79,73.44,22700,0.74,5,1898245
PRD-1849,Smart Home,Middle East,175000,1284000,234.33,93.28,8500,0.53,4.7,916925
PRD-1231,Smart Home,North America,338000,246000,265.05,95.55,29400,0.95,4.7,4399300
PRD-2525,Kitchen Appliances,Europe,233000,182000,248.64,106.92,11000,0.84,4.6,1143919.9999999998
PRD-3500,Consumer Electronics,Europe,348000,266000,538.92,198.9,12000,0.86,4.9,3466240
PRD-2204,Wearable Tech,North America,307000,229000,304.98,120.75,14700,0.93,4.1,2172181.0000000005
PRD-2277,,Europe,107000,74000,94.34,37.4,14800,0.78,3.8,661712.0000000001
PRD-2973,Outdoor Tech,North America,161000,,175.05,64.64,14000,0.77,4.2,1265740.0000000002
PRD-3457,Office Equipment,Latin America,90000,54000,70.78,25.48,7000,0.6,3.6,173100
PRD-2785,Personal Audio,Latin America,81000,50000,47.49,16.84,22800,0.69,4,567820
PRD-1566,Gaming Gear,Middle East,195000,132000,195.69,72.72,6500,0.5,3.6,472305
PRD-1668,Office Equipment,North America,78000,44000,68.37,26.4,18700,0.73,3.7,662839.0000000001
PRD-3456,Gaming Gear,Middle East,222000,143000,195.69,72.72,6100,0.5,4.2,385117
PRD-1814,Wearable Tech,North America,320000,206000,278.07,113.85,15800,0.93,4.5,2068676
PRD-3167,Gaming Gear,Asia-Pacific,208000,149000,188.99,63.24,19100,0.74,4.8,2044825
PRD-1795,Personal Audio,Latin America,61000,43000,48.99,18.5,20900,0.69,4,533241
PRD-1179,Consumer Electronics,Asia-Pacific,307000,216000,290.29,130.54,17400,0.85,5,2256650.0000000005
PRD-1138,Home Automation,Asia-Pacific,251000,174000,207.48,73.72,12500,0.74,4.8,1247000
PRD-2466,Gaming Gear,Middle East,168000,122000,201.39,79.2,5500,0.5,4.2,382044.9999999999
PRD-1529,Health & Fitness,Middle East,123000,98000,145.95,48.36,7100,0.6,3.6,471888.9999999999
PRD-3491,Consumer Electronics,North America,223000,189000,191.99,86.39,14100,0.84,4.2,1076960.0000000002
PRD-2527,Office Equipment,Latin America,90000,54000,75.25,30.52,7600,0.6,3.5,195948.00000000006
PRD-2285,Kitchen Appliances,Europe,262000,179000,271.95,92.07,12300,0.84,4,1771524
PRD-1414,Personal Audio,Asia-Pacific,,63000,60.59,22.89,37800,0.82,4.7,1286060
PRD-1892,Wearable Tech,Europe,242000,165000,226.71,84.48,13600,0.77,4.1,1527328.0000000002
PRD-1161,Health & Fitness,North America,146000,120000,130.79,41.16,22500,0.8,4.6,1750675
PRD-3013,Health & Fitness,Asia-Pacific,102000,81000,88.19,32.5,25200,0.78,4.7,1220388
PRD-3316,Kitchen Appliances,Latin America,126000,94000,141.9,50.76,9800,0.69,4.5,673172.0000000001
PRD-1259,Health & Fitness,Middle East,120000,89000,141.78,54.6,7100,0.6,4.3,409978
PRD-1395,Personal Audio,Europe,102000,77000,84.75,-29.15,39600,0.79,4.7,2022760
PRD-3372,Smart Home,Europe,202000,115000,153.99,58.58,10900,0.81,4.4,722969.0000000001
PRD-1343,,Europe,173000,150000,192.78,77.7,6900,0.61,4.5,471052
PRD-1355,Kitchen Appliances,Europe,262000,179000,233.1,89.1,13300,0.84,4.7,1474200
PRD-1920,Consumer Electronics,Latin America,182000,100000,169.59,68.2,7700,0.61,4.3,498703
PRD-1247,Gaming Gear,Asia-Pacific,214000,173000,167.39,67.32,18700,0.74,4.4,1484308.9999999998
PRD-2591,Consumer Electronics,North America,258000,203000,185.99,79.19,16700,0.84,4.7,1322560.0000000002
PRD-2271,Health & Fitness,North America,132000,105000,109.19,44.94,23800,0.8,4.9,1292150
PRD-2386,Kitchen Appliances,Latin America,126000,94000,122.55,49.14,10500,0.69,4.1,550805
PRD-2059,Smart Home,Middle East,183000,100000,234.33,93.28,7100,0.53,4.4,718455.0000000001
PRD-2170,Health & Fitness,Latin America,112000,69000,100.5,39.24,13400,0.74,4.1,639884
PRD-2611,Smart Home,North America,316000,238000,281.79,114.45,30400,0.95,4.3,4533136.000000001
PRD-1072,Wearable Tech,Asia-Pacific,288000,215000,266.97,103.88,15800,0.8,4.7,2073822.0000000005
PRD-2650,Health & Fitness,Latin America,120000,72000,103.48,34.92,11200,0.74,,575872
PRD-3001,Smart-Home,North America,304000,194000,306.9,98.7,28900,0.95,5,5518980
PRD-3243,Outdoor Tech,North America,165000,131000,180.15,70.4,13900,0.77,4.6,1229525
PRD-1976,Gaming Gear,North America,333000,260000,345.51,129.6,22800,0.89,,4329748
PRD-3278,Home Automation,Europe,261000,192000,236.61,87.36,18900,0.77,4.3,2367825
PRD-2173,Health & Fitness,Asia-Pacific,115000,104000,88.19,32.5,23500,0.78,4.8,1089715
PRD-1973,Outdoor Tech,Europe,201000,126000,192.78,77.7,9000,0.61,3.6,708720
PRD-2097,Office Equipment,Europe,117000,63000,86.33,35.36,13000,0.78,3.9,482610
PRD-1858,Home Automation,Asia-Pacific,239000,135000,195.51,76,14200,0.74,4.4,1323041.9999999998
PRD-2071,Smart Home,North America,304000,194000,265.05,95.55,30900,0.95,4.6,4739550
PRD-3053,Outdoor Tech,Europe,217000,138000,175.77,73.26,8700,0.61,4.1,536837
PRD-2625,Personal Audio,Europe,87000,67000,75.15,25.18,39600,0.79,4.2,1824812.0000000002
PRD-2134,Personal Audio,Asia-Pacific,98000,67000,56.99,19.11,42400,0.82,4.3,1441112
PRD-1466,Gaming Gear,North America,368000,230000,366.45,125.55,16600,0.89,4.8,3400939.9999999995
PRD-2208,Office Equipment,North America,82000,54000,58.7,25.68,18400,0.73,3.5,471568
PRD-3285,Personal Audio,Europe,86000,83000,84.75,29.15,37100,0.79,4.2,1893760
PRD-2109,Consumer Electronics,Asia-Pacific,307000,216000,338.14,134.2,24500,0.85,4.3,4473530
PRD-2948,Home Automation,Europe,264000,202000,222.27,90.09,-15900,0.77,4.3,1635662
PRD-1176,Gaming Gear,Middle East,203000,117000,178.59,68.4,6900,0.5,4,440311
PRD-2371,Smart Home,North America,353000,233000,306.9,98.7,22400,0.95,4.8,4077680
PRD-3171,Health & Fitness,North America,158000,97000,112.79,39.9,19600,0.8,4.4,1173644.0000000002
PRD-2684,Wearable Tech,North America,330000,237000,313.95,106.95,18600,0.93,4.2,3283200
PRD-2156,Gaming Gear,North America,301000,225000,376.92,137.7,17000,0.89,4.6,3540740.0000000005
PRD-2938,Home Automation,Asia-Pacific,258000,149000,219.45,71.44,13600,0.74,4.9,1605935.9999999998
PRD-3226,Kitchen Appliances,Latin America,154000,73000,122.55,49.14,11100,0.69,4,587851
PRD-2345,,Europe,254000,155000,279.72,100.98,14700,0.84,4.7,2218478
PRD-3172,Wearable Tech,Asia-Pacific,255000,219000,266.97,103.88,18300,0.8,3.9,2510547.0000000005
PRD-1901,Consumer Electronics,North America,228000,207000,179.99,71.99,16400,0.84,4.9,1336200.0000000002
PRD-1540,Health & Fitness,Latin America,97000,61000,100.5,39.24,10600,0.74,3.9,491356
PRD-1092,Smart Home,Europe,184000,130000,140.53,55.1,12500,0.81,4.2,753875
PRD-1913,Outdoor Tech,Europe,207000,146000,187.11,71.04,7500,0.61,4,517525
PRD-3129,Consumer Electronics,Asia-Pacific,343000,200000,299.86,115.9,19800,0.85,5,3099408
PRD-1757,Gaming Gear,Asia-Pacific,193000,142000,194.39,69.36,25300,0.74,4.3,2828258.9999999995
PRD-1782,Smart Home,Europe,205000,127000,145.02,60.32,12800,0.81,4,752160.0000000002
PRD-1760,Consumer Electronics,Europe,448000,269000,523.95,181.35,13200,0.86,4.4,3805320
PRD-1379,Health & Fitness,Middle East,154000,,150.12,53.04,6800,0.6,3.5,416144.0000000001
PRD-1794,Kitchen Appliances,North America,222000,149000,243.75,97.9,11500,0.83,5,1306275
PRD-2115,Personal Audio,Europe,97000,81000,79.95,24.38,29100,0.79,4.3,1439087.0000000002
PRD-2315,Kitchen Appliances,Europe,221000,142000,248.64,106.92,13500,0.84,4.9,1550219.9999999995
PRD-2711,,North America,243000,205000,197.99,76.79,15900,0.84,5,1479080
PRD-2727,Office Equipment,Europe,99000,72000,86.33,35.36,16400,0.78,4.1,664908
PRD-2354,Wearable Tech,North America,333000,183000,296.01,110.4,15500,0.93,4.2,2360955
PRD-2002,Wearable Tech,Asia-Pacific,288000,215000,252,106.82,14400,0.8,4,1587592
PRD-3037,Office Equipment,Latin America,81000,61000,70.78,25.48,6800,0.6,4.2,166040
PRD-1815,Personal Audio,Europe,82000,68000,84.75,29.15,40600,0.79,4.1,2107360
PRD-2729,Health & Fitness,Middle East,126000,80000,141.78,54.6,6500,0.6,4.4,360670
PRD-2902,Wearable Tech,Asia-Pacific,249000,200000,259.48,95.06,18500,0.8,4.6,2592770.0000000005
PRD-1970,Consumer Electronics,Europe,344000,252000,523.95,181.35,11100,0.86,,3206860.0000000005
PRD-1168,Home Automation,Asia-Pacific,212000,138000,189.53,69.16,13900,0.74,4.6,1323143
PRD-3402,Smart Home,Europe,171000,125000,140.53,55.1,12000,0.81,4.2,729160.0000000001
PRD-3425,Kitchen Appliances,Europe,274000,170000,256.41,95.04,14100,0.84,,1831317
PRD-1350,Consumer Electronics,Latin America,151000,104000,174.39,60.76,10700,0.61,3.7,960841
PRD-3487,Office Equipment,Latin America,103000,58000,79.72,29.68,7700,0.6,3.5,224308
PRD-1053,Outdoor Tech,North America,167000,138000,154.65,68.48,13800,0.77,3.8,884146
PRD-3145,Personal Audio,Latin America,68000,51000,45.99,19.06,20000,0.69,3.8,419600.0000000001
PRD-2619,Consumer Electronics,Asia-Pacific,376000,244000,319,112.24,22100,0.85,5,3949396
PRD-1984,Personal Audio,Asia-Pacific,91000,61000,58.79,21,40700,0.82,4.2,1386053
PRD-3333,Outdoor Tech,North America,185000,123000,169.95,58.88,12300,0.77,4,1058161
PRD-2281,Smart Home,North America,319000,249000,265.05,95.55,26000,0.95,4.3,3839000
PRD-3321,Health & Fitness,North America,170000,106000,109.19,44.94,20600,0.8,4.5,1047550
PRD-3365,Kitchen Appliances,Europe,206000,144000,248.64,106.92,11700,,4.5,1308123.9999999998
PRD-3122,Wearable Tech,Europe,283000,196000,247.32,89.76,13600,0.77,4.7,1663816
PRD-1876,Kitchen Appliances,Latin America,140000,83000,130.29,58.86,7700,0.69,4.2,327011
PRD-1008,Office Equipment,North America,80000,50000,64.5,24,16000,0.7,3.9,518000
PRD-1739,Health & Fitness,Middle East,130000,93000,145.95,48.36,5800,0.6,4.4,343021.9999999999
PRD-1112,Wearable Tech,Europe,263000,180000,233.58,92.4,15400,0.77,4.9,1731172
PRD-1315,Personal Audio,Latin America,78000,41000,47.49,16.84,16900,0.69,3.9,398985.00000000006
PRD-2006,Gaming Gear,North America,382000,280000,314.1,121.5,24600,0.89,4.5,4075960.000000001
PRD-3234,Kitchen Appliances,North America,200000,167000,216.15,84.55,14600,0.83,4.3,1554360.0000000002
PRD-2867,Gaming Gear,Asia-Pacific,239000,170000,161.99,61.2,26400,0.74,4.6,2251856
PRD-2758,Home Automation,Asia-Pacific,207000,171000,201.5,82.84,17900,0.74,3.9,1746014
PRD-1102,Wearable Tech,Asia-Pacific,,171000,244.51,98,17300,0.8,4.5,2122623
PRD-1197,Office Equipment,Europe,98000,68000,83.66,32.3,15300,0.78,4.4,619808
PRD-1487,Gaming Gear,Asia-Pacific,189000,176000,188.99,63.24,25500,0.74,5,2841625
PRD-1610,Consumer Electronics,Europe,416000,,538.92,-198.9,12800,0.86,4.3,3692256
PRD-1577,Gaming Gear,Asia-Pacific,212000,165000,178.19,65.28,22400,,4.4,2152184
PRD-2353,Health & Fitness,Asia-Pacific,104000,90000,96.29,34.45,27200,0.78,4.7,1488048
PRD-2456,Gaming Gear,North America,357000,270000,355.98,141.75,18700,0.89,4.8,3379101.0000000005
PRD-2107,Office Equipment,Latin America,81000,61000,75.25,30.52,7400,0.6,3.8,189002.00000000006
PRD-3069,Consumer Electronics,Asia-Pacific,353000,235000,290.29,130.54,24700,0.85,4.5,3357825.000000001
PRD-1839,Consumer Electronics,Asia-Pacific,300000,265000,328.57,123.22,24700,0.85,5,4507145
PRD-3117,Office Equipment,Europe,95000,59000,94.34,37.4,15600,0.78,3.7,734264.0000000001
PRD-2798,Home Automation,Europe,242000,185000,229.44,98.28,15200,0.77,4.2,1566632
PRD-2470,Health & Fitness,Latin America,97000,61000,94.53,32.76,9700,0.74,4.3,441169
PRD-2888,Home Automation,Europe,272000,172000,215.1,81.9,20000,0.77,4.7,2220000
PRD-3065,Kitchen Appliances,Europe,242000,165000,264.18,103.95,10700,0.84,4.3,1307461.0000000002
PRD-1322,Wearable Tech,Europe,276000,170000,233.58,92.4,12600,1.26,4.6,1332868
PRD-2972,Wearable Tech,Europe,263000,180000,206.1,79.2,13100,0.77,4.6,1219390
PRD-2244,Kitchen Appliances,North America,207000,144000,223.05,92.56,13200,0.83,4.3,1371468.0000000002
PRD-3126,Gaming Gear,Middle East,224000,150000,184.29,74.88,5100,0.5,4.2,183991
PRD-2339,Health & Fitness,Middle East,131000,97000,129.27,51.48,6900,0.6,3.7,308751.0000000001
PRD-1884,Kitchen Appliances,North America,246000,139000,229.95,81.88,15300,0.83,4.5,1880471
PRD-2699,Health & Fitness,,149000,73000,125.1,46.8,5800,0.6,3.5,232140
PRD-1989,Consumer Electronics,Asia-Pacific,327000,214000,319,112.24,25600,0.85,5,4752056
PRD-2498,Home Automation,Europe,283000,209000,243.78,95.55,21000,,5,2620830.0000000005
PRD-2217,Office Equipment,Europe,110000,64000,91.67,34.34,12300,,4.2,531159
PRD-1693,Health & Fitness,Asia-Pacific,107000,100000,85.49,29.58,29100,0.78,4.7,1419981
PRD-2939,Health & Fitness,Middle East,132000,75000,141.78,54.6,8000,0.6,4.1,490440
PRD-2121,Health & Fitness,North America,167000,96000,112.79,39.9,22800,0.8,4.8,1398892.0000000002
PRD-2669,Health & Fitness,Middle East,130000,93000,137.61,49.92,8000,0.6,3.7,478520.0000000001
PRD-1330,Health & Fitness,Latin America,91000,65000,100.5,39.24,12800,0.74,4.2,628128
PRD-2956,Kitchen Appliances,,151000,91000,118.68,55.62,11200,0.69,3.6,464272.0000000001
PRD-3382,Wearable Tech,Asia-Pacific,269000,207000,266.97,103.88,15100,0.8,4.7,1986659.0000000005
PRD-1701,Health & Fitness,North America,152000,108000,112.79,39.9,22100,0.8,4.3,1350869.0000000002
PRD-1152,Smart Home,Europe,178000,112000,145.02,60.32,14800,0.81,3.8,963560.0000000002
PRD-1215,Personal Audio,Europe,81000,64000,77.55,27.56,35000,0.79,4.8,1604649.9999999998
PRD-2762,Wearable Tech,Europe,250000,191000,206.1,79.2,15800,0.77,4.9,1564019.9999999998
PRD-1653,Outdoor Tech,North America,168000,144000,169.95,58.88,10900,0.77,4.2,898663
PRD-1042,Wearable Tech,Asia-Pacific,249000,200000,237.03,89.18,14300,0.8,3.8,1665255
PRD-2489,Health & Fitness,Middle East,142000,78000,125.1,46.8,7100,0.6,3.8,335930
PRD-1069,Smart Home,Middle East,188000,117000,240.9,-82.72,6400,0.53,4.4,707352
PRD-3391,Smart Home,North America,291000,218000,273.42,105,27300,0.95,4.6,4088866
PRD-1925,Kitchen Appliances,Europe,230000,174000,279.72,100.98,14300,0.84,4.2,2151982
PRD-1334,Wearable Tech,North America,298000,197000,269.1,103.5,19500,0.93,4.4,2734200.0000000005
PRD-3055,Personal Audio,Latin America,60000,41000,48.99,18.5,22600,0.69,3.5,588074
PRD-3107,Gaming Gear,Asia-Pacific,214000,173000,183.59,71.4,24200,0.74,5,2327998
PRD-2334,Kitchen Appliances,North America,231000,133000,209.25,95.23,17000,0.83,4.8,1574340
PRD-3259,Smart Home,Middle East,186000,111000,227.76,85.36,6500,0.53,4.1,628599.9999999999
PRD-2688,Office Equipment,North America,87000,56000,60.63,22.8,15200,0.73,3.5,432016
PRD-1208,Home Automation,Europe,248000,204000,215.1,81.9,17900,0.77,4.9,1932280
PRD-1769,Health & Fitness,Middle East,149000,73000,133.44,56.16,6400,0.6,4.2,272592
PRD-3041,Consumer Electronics,North America,240000,196000,209.99,74.39,12300,0.84,5,1231880.0000000002
PRD-1720,Health & Fitness,Latin America,120000,72000,109.45,33.84,12100,0.74,3.8,722881
PRD-1776,Gaming Gear,Middle East,205000,124000,195.69,72.72,5400,0.5,4.4,335038
PRD-1995,Personal Audio,Europe,103000,80000,75.15,25.18,30800,0.79,4,1356076.0000000002
PRD-3300,Consumer Electronics,Latin America,170000,131000,145.59,66.34,8000,0.61,3.9,333000
PRD-1341,Health & Fitness,North America,132000,105000,116.39,43.68,25700,0.8,4.5,1631647.0000000002
PRD-3337,Office Equipment,Latin America,95000,53000,81.95,26.32,7400,0.6,3.5,263662
PRD-1898,Home Automation,Europe,281000,200000,222.27,90.09,18200,0.77,4.7,1924676
PRD-1791,Health & Fitness,North America,168000,101000,130.79,41.16,28700,0.8,4.8,2303381
PRD-1099,Smart Home,Middle East,160000,125000,221.19,95.92,7100,0.53,4.2,604417
PRD-2807,Gaming Gear,Asia-Pacific,181000,144000,194.39,69.36,22400,0.74,5,2475671.9999999995
PRD-1222,Wearable Tech,Asia-Pacific,311000,173000,259.48,95.06,16500,0.8,4.8,2228930.0000000005
PRD-1526,Gaming Gear,North America,357000,270000,376.92,137.7,20300,0.89,4.4,4229166.000000001
PRD-1718,Home Automation,Europe,305000,168000,250.95,84.63,15900,0.77,4.8,2171488
PRD-3030,Consumer Electronics,Latin America,166000,120000,174.39,60.76,8100,0.61,4.6,634403
PRD-2420,Consumer Electronics,Europe,440000,241000,479.04,210.6,12400,0.86,4.4,2647656.0000000005
PRD-2812,Wearable Tech,Asia-Pacific,305000,213000,274.45,92.12,13900,0.8,4.1,2016387
PRD-1430,Consumer Electronics,Europe,452000,283000,494.01,187.2,11300,0.86,4.4,2731953
PRD-3168,Office Equipment,North America,68000,43000,62.57,24.96,18600,0.73,3.6,588546
PRD-3036,Gaming Gear,Middle East,203000,117000,195.69,72.72,6000,0.5,3.7,417820
PRD-1915,Personal Audio,Latin America,78000,43000,51.99,17.95,20000,0.69,4.3,559800.0000000001
PRD-1688,Home Automation,Europe,267000,211000,222.27,90.09,14400,0.77,5,1425392
PRD-2309,Health & Fitness,Middle East,154000,90000,141.78,54.6,6300,0.6,3.9,305234
PRD-2373,Outdoor Tech,North America,159000,113000,159.75,60.8,12200,0.77,3.8,935190
PRD-2452,Wearable Tech,Asia-Pacific,269000,207000,229.54,100.94,16500,0.8,5.5,1645900
PRD-3377,Gaming Gear,Asia-Pacific,218000,139000,188.99,63.24,24000,0.74,4.5,2661000
PRD-3081,Health & Fitness,North America,141000,104000,119.99,38.64,23000,0.8,5,1626049.9999999998
PRD-1344,Kitchen Appliances,North America,238000,155000,216.15,84.55,15600,0.83,4.8,1659960.0000000005
PRD-1655,Kitchen Appliances,Europe,226000,158000,271.95,92.07,14400,0.84,4.9,2206272
PRD-3339,Consumer Electronics,Asia-Pacific,360000,258000,299.86,115.9,24500,0.85,4.9,3889020
PRD-3406,Kitchen Appliances,Latin America,141000,88000,134.16,52.38,8500,0.69,3.9,466130
PRD-2868,Office Equipment,North America,80000,49000,66.44,24.24,17300,0.73,3.5,601060
PRD-1679,Health & Fitness,Middle East,134000,79000,141.78,54.6,7300,0.6,3.7,423414
PRD-1289,Health & Fitness,Middle East,139000,96000,129.27,51.48,7800,0.6,4.1,371762.0000000001
PRD-2649,Consumer Electronics,Asia-Pacific,320000,262000,290.29,130.54,24100,0.85,5,3267975.0000000005
PRD-1214,Wearable Tech,North America,317000,195000,313.95,106.95,20400,0.93,4.1,3710800
PRD-3360,Consumer Electronics,Latin America,165000,114000,150.39,58.9,9600,0.61,4.6,599303.9999999998
PRD-3095,Kitchen Appliances,Europe,276000,178000,240.87,98.01,11900,0.84,4.1,1246034.0000000002
PRD-1453,Health & Fitness,Asia-Pacific,121000,98000,93.59,31.53,31900,0.78,,1760714
PRD-2253,Outdoor Tech,North America,170000,111000,185.25,62.72,12700,0.77,4.6,1275131
PRD-2566,Kitchen Appliances,Latin America,157000,82000,134.16,52.38,7900,0.69,4,407062
PRD-3463,Health & Fitness,Asia-Pacific,131000,106000,98.99,30.55,28600,0.78,5,1720384
PRD-1373,Outdoor Tech,Europe,200000,120000,175.77,73.26,7700,0.61,4.3,469327
PRD-3141,Health & Fitness,North America,137000,121000,123.59,42.42,27400,0.8,4.6,1966058
PRD-3438,Office Equipment,North America,70000,48000,64.5,22.08,18400,0.73,4,662528
PRD-1802,Wearable Tech,Europe,294000,177000,240.45,81.84,15700,0.77,4.7,2019177
PRD-2174,Wearable Tech,North America,362000,212000,269.1,103.5,20600,0.93,4.3,2837360.0000000005
PRD-3423,Outdoor Tech,North America,205000,114000,159.75,60.8,10600,0.77,4.5,729870
PRD-1004,Wearable Tech,North America,320000,210000,299,115,18200,0.88,4.5,2818800
PRD-2531,Consumer Electronics,North America,265000,175000,179.99,71.99,14000,0.84,5,1072000.0000000002
PRD-1261,Smart Home,North America,285000,196000,298.53,111.3,21100,0.95,4.5,3469552.999999999
PRD-1604,Wearable Tech,North America,304000,218000,278.07,113.85,19300,0.93,4.8,2647446
PRD-2411,Consumer Electronics,North America,280000,173000,209.99,74.39,14700,0.84,4.8,1540320.0000000002
PRD-1629,Consumer Electronics,Asia-Pacific,284000,207000,328.57,123.22,20000,0.85,5,3616000
PRD-1775,Kitchen Appliances,Europe,211000,160000,233.1,89.1,13700,0.84,4.1,1601800
PRD-2549,Health & Fitness,Middle East,138000,92000,129.27,51.48,5600,0.6,3.5,205624.00000000012
PRD-2207,Gaming Gear,Asia-Pacific,179000,136000,178.19,65.28,18900,0.74,4.6,1818999
PRD-2364,Kitchen Appliances,North America,194000,145000,236.85,89.89,12500,0.83,4.6,1497999.9999999998
PRD-2859,Consumer Electronics,Asia-Pacific,337000,248000,290.29,130.54,20000,0.85,4.8,2610000.0000000005
PRD-1731,Health & Fitness,North America,,117000,127.19,46.2,24300,0.8,4.1,1678056.9999999998
PRD-2257,Office Equipment,Latin America,88000,48000,73.01,28,7700,0.6,3.9,210577.00000000006
PRD-2811,Health & Fitness,North America,138000,93000,116.39,43.68,23300,0.8,4.6,1463143.0000000002
PRD-2151,Health & Fitness,North America,141000,104000,127.19,46.2,25000,0.8,4.6,1779749.9999999998
PRD-2449,Smart Home,Middle East,177000,112000,208.05,80.08,6700,0.53,4,568399.0000000001
PRD-2700,Consumer Electronics,Latin America,168000,125000,164.79,62.62,10200,0.61,4.6,749133.9999999999
PRD-1650,Consumer Electronics,Latin America,179000,124000,164.79,62.62,7700,0.61,3.9,483708.9999999999
PRD-2330,Consumer Electronics,Europe,396000,260000,508.98,204.75,9500,0.86,5,2234185
PRD-1998,Office Equipment,North America,78000,57000,58.7,25.68,14900,0.73,3.7,356998.00000000006
PRD-2310,Consumer Electronics,Latin America,175000,113000,150.39,58.9,7100,0.61,3.9,361578.9999999999
PRD-1895,Kitchen Appliances,Europe,271000,162000,248.64,106.92,13100,0.84,4.4,1423531.9999999995
PRD-2500,Health & Fitness,Latin America,111000,66000,106.47,38.16,10800,0.74,4.1,560748
PRD-2724,Kitchen Appliances,North America,222000,149000,229.95,81.88,16200,0.83,4.4,2027734
PRD-1280,Consumer Electronics,Europe,420000,258000,508.98,204.75,10900,0.86,4.3,2638107
PRD-1661,Consumer Electronics,North America,258000,203000,197.99,76.79,17900,0.84,4.3,1708480
PRD-1619,Health & Fitness,Middle East,138000,92000,137.61,49.92,6100,0.6,4.1,304909.0000000001
PRD-3195,Personal Audio,Europe,105000,65000,72.75,-28.36,42000,0.79,4.8,1694380
PRD-1207,Office Equipment,Latin America,94000,48000,73.01,28,8700,0.6,3.5,249587.00000000006
PRD-3488,Home Automation,Europe,275000,181000,236.61,87.36,15600,0.77,5,1872300
PRD-1811,Consumer Electronics,North America,278000,164000,191.99,86.39,12300,0.84,4.4,856880
PRD-3493,Health & Fitness,Asia-Pacific,110000,85000,90.89,35.43,31100,0.78,4.8,1529806
PRD-2443,health & fitness,Asia-Pacific,118000,84000,90.89,35.43,23200,0.78,5,1084672
PRD-3299,Health & Fitness,Middle East,150000,77000,137.61,49.92,6900,0.6,3.9,378061.0000000001
PRD-1149,Consumer Electronics,Asia-Pacific,363000,198000,319,112.24,24300,0.85,5,4463268
PRD-1748,Home Automation,,259000,183000,229.44,98.28,17500,0.77,,1853300
PRD-2078,Home Automation,Europe,256000,174000,243.78,95.55,20500,0.77,4.6,2608715.0000000005
PRD-1228,Home Automation,Asia-Pacific,205000,163000,195.51,76,16600,0.74,4.2,1615865.9999999998
PRD-3052,Wearable Tech,Asia-Pacific,272000,217000,252,106.82,19200,1.41,4.7,2298456
